index,term,installment,emp_title,purpose,title,dti,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,avg_cur_bal,chargeoff_within_12_mths,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_il_high_credit_limit,disbursement_method,is_risky
61, 36 months,726.46,Wire Technician,credit_card,Credit card refinancing,17.76,0.0,Individual,0.0,40976.0,1.0,1.0,0.0,0.0,55.0,16094.0,1.0,2.0,11556.0,54.0,0.0,1.0,0.0,5122.0,0.0,176.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,3.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,76326.0,32726.0,Cash,0
62, 60 months,359.9,accts payable,debt_consolidation,Debt consolidation,18.0,0.0,Individual,0.0,60381.0,1.0,0.0,0.0,0.0,91.0,0.0,2.0,5.0,4879.0,75.0,0.0,0.0,2.0,5032.0,0.0,172.0,2.0,2.0,0.0,3.0,11.0,3.0,3.0,4.0,11.0,13.0,11.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,72286.0,0.0,Cash,0
63, 60 months,794.21,Lieutenant ,debt_consolidation,Debt consolidation,17.36,0.0,Individual,0.0,299890.0,0.0,3.0,0.0,0.0,35.0,16012.0,0.0,0.0,9701.0,60.0,0.0,4.0,0.0,37486.0,0.0,164.0,38.0,35.0,0.0,3.0,4.0,3.0,6.0,13.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,366974.0,36981.0,Cash,0
64, 36 months,672.73,President,debt_consolidation,Debt consolidation,12.28,0.0,Individual,0.0,429218.0,2.0,3.0,1.0,2.0,2.0,9935.0,2.0,3.0,4627.0,62.0,1.0,0.0,6.0,39020.0,0.0,142.0,4.0,2.0,0.0,4.0,6.0,5.0,8.0,5.0,7.0,11.0,6.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,472759.0,23259.0,Cash,0
65, 60 months,331.96,Accountant,debt_consolidation,,24.29,0.0,Individual,0.0,70789.0,0.0,2.0,1.0,2.0,10.0,58071.0,0.0,1.0,4952.0,89.0,1.0,0.0,5.0,6435.0,0.0,71.0,23.0,10.0,0.0,7.0,7.0,8.0,8.0,13.0,9.0,11.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,83083.0,65883.0,Cash,0
66, 60 months,328.19,Supervisor,credit_card,Credit card refinancing,28.92,0.0,Individual,0.0,227708.0,3.0,3.0,1.0,2.0,3.0,48608.0,2.0,4.0,4727.0,71.0,1.0,1.0,0.0,22771.0,0.0,159.0,3.0,3.0,1.0,4.0,5.0,4.0,7.0,9.0,6.0,12.0,6.0,10.0,0.0,0.0,0.0,3.0,87.5,0.0,0.0,307343.0,59526.0,Cash,0
67, 60 months,663.92,Division General Manager,debt_consolidation,Debt consolidation,28.52,0.0,Individual,150.0,256638.0,0.0,2.0,0.0,1.0,16.0,20515.0,1.0,3.0,14170.0,71.0,0.0,0.0,0.0,14258.0,0.0,193.0,11.0,11.0,0.0,5.0,15.0,6.0,11.0,5.0,16.0,22.0,15.0,19.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,280650.0,29709.0,Cash,0
68, 60 months,465.27,Facilities Coordinator,debt_consolidation,Debt consolidation,16.9,0.0,Individual,0.0,34856.0,2.0,1.0,0.0,0.0,43.0,3656.0,2.0,3.0,4367.0,41.0,0.0,1.0,0.0,1835.0,0.0,174.0,5.0,5.0,1.0,6.0,11.0,9.0,19.0,2.0,19.0,32.0,11.0,20.0,0.0,0.0,0.0,2.0,94.3,0.0,0.0,84200.0,10000.0,Cash,0
69, 60 months,465.22,RN,credit_card,,17.56,0.0,Individual,0.0,133285.0,0.0,4.0,0.0,1.0,13.0,120385.0,0.0,0.0,5998.0,91.0,0.0,1.0,0.0,19041.0,0.0,114.0,25.0,13.0,0.0,3.0,3.0,3.0,3.0,21.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,139633.0,127033.0,Cash,0
70, 36 months,142.41,Manager,debt_consolidation,Debt consolidation,26.21,0.0,Individual,0.0,197024.0,2.0,6.0,2.0,3.0,3.0,32446.0,0.0,4.0,4797.0,60.0,1.0,9.0,2.0,14073.0,0.0,203.0,13.0,3.0,0.0,2.0,6.0,2.0,7.0,14.0,6.0,16.0,6.0,14.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,264272.0,60487.0,Cash,0
71, 60 months,450.52,Application Analyst,credit_card,Credit card refinancing,13.09,0.0,Individual,0.0,72043.0,2.0,2.0,0.0,1.0,13.0,30388.0,3.0,6.0,2724.0,75.0,0.0,4.0,2.0,5146.0,1.0,186.0,1.0,1.0,1.0,4.0,10.0,4.0,6.0,13.0,12.0,18.0,10.0,15.0,0.0,0.0,0.0,4.0,94.1,0.0,0.0,94620.0,36720.0,Cash,0
72, 60 months,448.01,Lead manufacturing ,debt_consolidation,Debt consolidation,34.85,0.0,Individual,25.0,45025.0,3.0,2.0,2.0,3.0,5.0,36226.0,2.0,2.0,6833.0,53.0,1.0,0.0,1.0,2649.0,0.0,107.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,7.0,16.0,17.0,4.0,18.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,84300.0,43000.0,Cash,0
73, 60 months,222.4,CARDIOVASCULAR TECH,debt_consolidation,Debt consolidation,31.04,0.0,Individual,0.0,41166.0,1.0,3.0,0.0,2.0,13.0,35354.0,1.0,1.0,3118.0,67.0,1.0,1.0,1.0,4117.0,0.0,204.0,5.0,5.0,0.0,4.0,4.0,6.0,9.0,12.0,7.0,11.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,61054.0,46854.0,Cash,0
74, 36 months,1051.31,Vice-President,home_improvement,Home improvement,18.5,0.0,Individual,0.0,408118.0,2.0,4.0,2.0,4.0,6.0,130740.0,0.0,1.0,12141.0,71.0,4.0,3.0,3.0,51015.0,0.0,220.0,16.0,6.0,0.0,2.0,2.0,3.0,7.0,9.0,4.0,11.0,2.0,9.0,0.0,0.0,0.0,3.0,95.7,0.0,0.0,447599.0,146568.0,Cash,0
75, 36 months,45.97,,vacation,Vacation,16.11,0.0,Individual,0.0,158643.0,3.0,2.0,1.0,2.0,3.0,14683.0,3.0,5.0,3382.0,52.0,0.0,1.0,1.0,15864.0,0.0,336.0,6.0,3.0,0.0,1.0,3.0,4.0,15.0,8.0,9.0,25.0,3.0,12.0,0.0,0.0,0.0,4.0,97.2,0.0,0.0,179105.0,18050.0,Cash,1
76, 36 months,752.87,Director,credit_card,Credit card refinancing,9.54,0.0,Individual,0.0,430856.0,1.0,2.0,0.0,0.0,28.0,25447.0,1.0,1.0,19339.0,34.0,0.0,7.0,0.0,61551.0,0.0,238.0,4.0,4.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,512381.0,51081.0,Cash,1
77, 60 months,373.41,Radiology Tech.,debt_consolidation,Debt consolidation,34.95,0.0,Individual,0.0,201184.0,0.0,10.0,0.0,0.0,38.0,50801.0,0.0,1.0,9937.0,95.0,1.0,1.0,1.0,13412.0,0.0,308.0,17.0,8.0,0.0,3.0,4.0,3.0,4.0,13.0,4.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,206555.0,53905.0,Cash,0
78, 60 months,518.35,Manager,debt_consolidation,Debt consolidation,34.84,0.0,Individual,0.0,43224.0,0.0,4.0,2.0,3.0,7.0,34940.0,2.0,3.0,8284.0,51.0,2.0,2.0,1.0,4322.0,0.0,74.0,7.0,7.0,0.0,1.0,1.0,4.0,6.0,7.0,6.0,9.0,1.0,10.0,0.0,0.0,0.0,4.0,100.0,1.0,0.0,84627.0,64227.0,Cash,0
79, 60 months,633.73,Principal,credit_card,Credit card refinancing,33.2,0.0,Individual,0.0,57655.0,1.0,1.0,0.0,1.0,24.0,6234.0,1.0,1.0,9973.0,77.0,0.0,0.0,1.0,6406.0,0.0,240.0,4.0,4.0,0.0,5.0,7.0,6.0,7.0,1.0,8.0,14.0,7.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,74779.0,20800.0,Cash,0
80, 60 months,324.5,Senior Buyer,debt_consolidation,Debt consolidation,29.28,0.0,Individual,0.0,224194.0,0.0,7.0,1.0,1.0,10.0,71557.0,1.0,2.0,8415.0,76.0,0.0,1.0,1.0,12455.0,0.0,171.0,12.0,10.0,0.0,6.0,7.0,7.0,12.0,14.0,10.0,17.0,7.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,256635.0,83810.0,Cash,1
81, 36 months,326.35,Lpn,debt_consolidation,Debt consolidation,15.78,0.0,Individual,0.0,168304.0,2.0,9.0,2.0,3.0,2.0,27723.0,0.0,2.0,4958.0,75.0,2.0,4.0,2.0,9350.0,0.0,124.0,16.0,2.0,0.0,2.0,5.0,3.0,4.0,16.0,8.0,15.0,5.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,190694.0,29512.0,Cash,1
82, 36 months,473.45,Senior Associate,credit_card,Credit card refinancing,13.24,0.0,Individual,0.0,327836.0,0.0,2.0,0.0,1.0,14.0,8820.0,3.0,5.0,10538.0,42.0,2.0,0.0,3.0,20490.0,0.0,150.0,7.0,7.0,0.0,5.0,8.0,5.0,10.0,3.0,13.0,24.0,8.0,16.0,0.0,0.0,0.0,4.0,100.0,1.0,0.0,369112.0,21124.0,Cash,1
83, 60 months,618.46,Regional Sales Direcdtor,car,Car financing,20.43,0.0,Individual,1105.0,55048.0,1.0,3.0,0.0,0.0,25.0,34454.0,3.0,5.0,4871.0,54.0,3.0,0.0,9.0,5505.0,0.0,352.0,3.0,3.0,1.0,5.0,5.0,8.0,11.0,10.0,8.0,12.0,6.0,11.0,0.0,0.0,0.0,3.0,87.5,0.0,0.0,102524.0,80824.0,Cash,0
84, 36 months,977.0,groundsman,home_improvement,Home improvement,25.63,0.0,Individual,0.0,238105.0,0.0,1.0,0.0,2.0,16.0,29947.0,2.0,3.0,9413.0,82.0,2.0,2.0,3.0,18316.0,0.0,157.0,11.0,9.0,0.0,7.0,9.0,7.0,17.0,5.0,11.0,31.0,9.0,14.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,253900.0,37192.0,Cash,0
85, 60 months,549.57,Project Manager,credit_card,Credit card refinancing,4.65,0.0,Individual,0.0,23522.0,0.0,1.0,1.0,2.0,7.0,16182.0,2.0,6.0,2990.0,33.0,1.0,1.0,5.0,1470.0,0.0,100.0,7.0,7.0,1.0,3.0,4.0,11.0,13.0,6.0,15.0,21.0,4.0,16.0,0.0,0.0,0.0,4.0,97.0,0.0,0.0,72150.0,17750.0,Cash,1
86, 36 months,489.52,Coaching General Manager,credit_card,Credit card refinancing,10.17,0.0,Individual,0.0,12272.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,4917.0,75.0,0.0,0.0,0.0,2045.0,0.0,110.0,3.0,3.0,0.0,4.0,6.0,4.0,4.0,0.0,7.0,9.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,16300.0,0.0,Cash,1
87, 60 months,246.33,Emergency Department technician ,debt_consolidation,Debt consolidation,30.84,0.0,Individual,0.0,65214.0,2.0,14.0,1.0,3.0,5.0,59096.0,1.0,1.0,4807.0,76.0,5.0,0.0,7.0,3432.0,0.0,162.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,28.0,4.0,8.0,4.0,19.0,0.0,0.0,0.0,2.0,96.9,1.0,0.0,85929.0,62929.0,Cash,0
88, 60 months,419.8,Supply Chain Coord.,debt_consolidation,Debt consolidation,13.2,0.0,Individual,0.0,123863.0,1.0,2.0,1.0,2.0,11.0,12681.0,2.0,3.0,5431.0,63.0,0.0,0.0,2.0,13763.0,0.0,162.0,3.0,3.0,1.0,6.0,6.0,6.0,11.0,4.0,6.0,13.0,6.0,9.0,0.0,0.0,0.0,3.0,89.5,0.0,0.0,143748.0,17944.0,Cash,0
89, 36 months,156.48,Property Manager,credit_card,Credit card refinancing,13.73,0.0,Individual,0.0,11665.0,0.0,1.0,0.0,1.0,13.0,6113.0,0.0,4.0,2361.0,54.0,1.0,1.0,1.0,1666.0,0.0,46.0,16.0,13.0,0.0,4.0,5.0,4.0,5.0,1.0,6.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,21690.0,8190.0,Cash,1
90, 36 months,286.92,Truck Driver,debt_consolidation,Debt consolidation,11.98,0.0,Individual,0.0,40272.0,1.0,1.0,0.0,0.0,37.0,6600.0,1.0,1.0,7392.0,44.0,1.0,0.0,2.0,8054.0,0.0,174.0,4.0,4.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,69818.0,16318.0,Cash,1
91, 36 months,337.09,material handler lead,credit_card,Credit card refinancing,15.0,0.0,Individual,0.0,32193.0,0.0,2.0,0.0,1.0,17.0,22705.0,0.0,2.0,3906.0,35.0,1.0,2.0,2.0,2927.0,0.0,121.0,18.0,17.0,0.0,3.0,3.0,5.0,10.0,8.0,10.0,21.0,3.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,90996.0,43696.0,Cash,1
92, 36 months,612.89,"TEAM LEAD, QUALITY ENGINEER",debt_consolidation,Debt consolidation,29.15,0.0,Individual,0.0,205155.0,1.0,3.0,1.0,4.0,3.0,36812.0,1.0,1.0,2776.0,62.0,1.0,0.0,3.0,25644.0,0.0,255.0,8.0,3.0,0.0,1.0,3.0,2.0,9.0,8.0,5.0,14.0,3.0,9.0,0.0,0.0,0.0,2.0,95.7,0.0,0.0,247433.0,46367.0,Cash,1
93, 36 months,451.73,,debt_consolidation,Debt consolidation,20.18,0.0,Individual,0.0,330562.0,1.0,1.0,0.0,0.0,54.0,55536.0,2.0,6.0,2491.0,21.0,1.0,1.0,3.0,13773.0,0.0,272.0,2.0,2.0,0.0,7.0,12.0,12.0,19.0,6.0,28.0,39.0,12.0,30.0,0.0,0.0,0.0,2.0,97.9,0.0,0.0,537200.0,94400.0,Cash,1
94, 36 months,361.38,Network Operation Engineer,debt_consolidation,Debt consolidation,15.3,0.0,Individual,0.0,142615.0,0.0,1.0,0.0,2.0,17.0,6468.0,0.0,0.0,0.0,22.0,2.0,6.0,1.0,17827.0,0.0,60.0,35.0,9.0,0.0,0.0,3.0,2.0,3.0,10.0,5.0,6.0,3.0,8.0,0.0,0.0,0.0,1.0,94.7,0.0,0.0,183062.0,29053.0,Cash,1
95, 36 months,261.08,Counselor,debt_consolidation,Debt consolidation,21.23,0.0,Individual,0.0,148154.0,2.0,2.0,0.0,1.0,13.0,136887.0,4.0,6.0,1984.0,49.0,2.0,2.0,0.0,5926.0,0.0,215.0,4.0,4.0,1.0,3.0,11.0,3.0,6.0,21.0,25.0,45.0,12.0,27.0,0.0,0.0,0.0,4.0,97.1,0.0,0.0,168819.0,136996.0,Cash,1
96, 36 months,391.62,Salesman,credit_card,Credit card refinancing,31.95,0.0,Individual,230.0,31915.0,0.0,2.0,1.0,1.0,12.0,20907.0,1.0,2.0,3058.0,54.0,2.0,0.0,4.0,2128.0,0.0,91.0,10.0,10.0,0.0,7.0,8.0,10.0,11.0,3.0,14.0,19.0,8.0,16.0,0.0,0.0,0.0,2.0,90.5,0.0,0.0,59420.0,32820.0,Cash,1
97, 36 months,559.83,Systems Support Engineer,debt_consolidation,Debt consolidation,25.65,0.0,Individual,0.0,304914.0,3.0,6.0,2.0,3.0,6.0,94902.0,2.0,3.0,4829.0,65.0,1.0,3.0,3.0,25410.0,0.0,175.0,6.0,6.0,0.0,2.0,2.0,4.0,15.0,24.0,5.0,21.0,2.0,12.0,0.0,0.0,0.0,5.0,97.8,0.0,0.0,335119.0,107522.0,Cash,1
98, 36 months,118.68,Systems Administrator,debt_consolidation,Debt consolidation,17.44,0.0,Individual,194.0,407032.0,0.0,3.0,1.0,3.0,9.0,35380.0,0.0,1.0,4288.0,63.0,2.0,1.0,8.0,33919.0,0.0,129.0,16.0,9.0,0.0,3.0,4.0,7.0,10.0,8.0,8.0,14.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,457315.0,43306.0,Cash,1
99, 36 months,257.67,Department Manager ,debt_consolidation,Debt consolidation,13.21,0.0,Individual,0.0,7302.0,2.0,0.0,1.0,1.0,12.0,0.0,3.0,4.0,5509.0,33.0,2.0,0.0,3.0,913.0,0.0,152.0,5.0,5.0,0.0,3.0,4.0,5.0,10.0,2.0,8.0,15.0,4.0,8.0,0.0,0.0,0.0,4.0,94.1,0.0,0.0,22400.0,0.0,Cash,0
100, 60 months,344.69,Counselor,credit_card,Credit card refinancing,18.17,0.0,Individual,0.0,155521.0,2.0,2.0,0.0,0.0,45.0,96244.0,2.0,7.0,3046.0,36.0,0.0,0.0,5.0,9720.0,0.0,168.0,3.0,3.0,0.0,5.0,8.0,5.0,10.0,12.0,14.0,29.0,8.0,16.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,176208.0,95668.0,Cash,0
101, 36 months,160.87,Accounts Payable Manager,other,Other,6.52,0.0,Individual,0.0,142064.0,0.0,6.0,0.0,0.0,62.0,15913.0,1.0,2.0,0.0,65.0,0.0,3.0,1.0,12915.0,0.0,43.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,14.0,4.0,4.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,155131.0,23281.0,Cash,1
102, 60 months,284.51,general manager,credit_card,Credit card refinancing,21.07,0.0,Individual,0.0,10353.0,1.0,2.0,0.0,1.0,13.0,3174.0,2.0,3.0,2701.0,30.0,4.0,1.0,2.0,1150.0,0.0,59.0,5.0,5.0,0.0,3.0,4.0,5.0,5.0,2.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,34105.0,16005.0,Cash,0
103, 36 months,1096.53,Aviation Safety Inspector,debt_consolidation,Debt consolidation,14.01,0.0,Individual,0.0,42952.0,0.0,1.0,0.0,0.0,50.0,14477.0,1.0,1.0,12992.0,52.0,1.0,0.0,5.0,3068.0,0.0,181.0,8.0,8.0,1.0,5.0,9.0,6.0,12.0,7.0,13.0,23.0,10.0,14.0,0.0,0.0,0.0,1.0,96.8,0.0,0.0,92909.0,37909.0,Cash,1
104, 60 months,448.09,IT Help Desk Support ,debt_consolidation,Debt consolidation,27.78,0.0,Individual,0.0,102008.0,0.0,2.0,0.0,1.0,23.0,19930.0,0.0,3.0,5426.0,76.0,1.0,6.0,1.0,10201.0,0.0,156.0,21.0,21.0,0.0,2.0,5.0,3.0,5.0,5.0,7.0,12.0,7.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,122214.0,26199.0,Cash,0
105, 36 months,597.17,Software Testing Analyst,debt_consolidation,Debt consolidation,23.58,0.0,Individual,0.0,32365.0,0.0,3.0,0.0,1.0,18.0,21378.0,1.0,2.0,9131.0,64.0,1.0,0.0,3.0,5394.0,0.0,163.0,11.0,11.0,0.0,2.0,2.0,4.0,5.0,6.0,4.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,84.6,0.0,0.0,50240.0,29240.0,Cash,0
106, 36 months,284.07,Office Manager,debt_consolidation,Debt consolidation,8.43,0.0,Individual,500.0,9747.0,2.0,0.0,0.0,0.0,,0.0,2.0,5.0,4440.0,27.0,0.0,0.0,0.0,812.0,0.0,181.0,5.0,5.0,0.0,6.0,7.0,8.0,15.0,0.0,12.0,22.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,36500.0,0.0,Cash,1
107, 60 months,253.79,Teacher,debt_consolidation,Debt consolidation,23.84,0.0,Individual,0.0,181540.0,2.0,6.0,2.0,3.0,1.0,65001.0,1.0,5.0,7909.0,42.0,0.0,0.0,0.0,10086.0,0.0,145.0,4.0,1.0,0.0,2.0,4.0,5.0,10.0,13.0,11.0,22.0,4.0,18.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,291626.0,105910.0,Cash,1
108, 36 months,127.52,Store Manager,debt_consolidation,Debt consolidation,15.83,0.0,Individual,0.0,7980.0,1.0,2.0,1.0,1.0,5.0,7478.0,1.0,2.0,502.0,24.0,0.0,1.0,1.0,1995.0,0.0,142.0,9.0,5.0,0.0,1.0,1.0,2.0,5.0,11.0,2.0,10.0,1.0,4.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,33017.0,21017.0,Cash,1
109, 36 months,367.96,Software Engineer,credit_card,Credit card refinancing,8.51,0.0,Individual,0.0,26327.0,1.0,1.0,1.0,1.0,9.0,18047.0,2.0,2.0,5706.0,82.0,2.0,0.0,6.0,5265.0,0.0,88.0,6.0,6.0,2.0,3.0,3.0,4.0,7.0,1.0,4.0,9.0,3.0,5.0,0.0,0.0,0.0,3.0,80.0,0.0,0.0,32280.0,21580.0,Cash,0
110, 36 months,450.43,Master mechanic,medical,Medical expenses,15.97,0.0,Individual,6594.0,451137.0,0.0,2.0,2.0,2.0,7.0,49789.0,0.0,0.0,11535.0,69.0,0.0,1.0,1.0,64448.0,0.0,216.0,54.0,7.0,0.0,2.0,3.0,2.0,3.0,6.0,3.0,6.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,531602.0,55842.0,Cash,1
111, 36 months,187.77,Road driver,car,Car financing,14.45,0.0,Individual,0.0,182893.0,0.0,3.0,0.0,1.0,19.0,32262.0,0.0,2.0,1503.0,61.0,3.0,0.0,1.0,20321.0,0.0,115.0,19.0,19.0,0.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,225933.0,54068.0,Cash,1
112, 60 months,363.07,Unix System Administrator,home_improvement,Home improvement,6.39,0.0,Individual,0.0,224292.0,0.0,0.0,0.0,0.0,79.0,0.0,1.0,3.0,3955.0,44.0,0.0,0.0,0.0,28037.0,0.0,115.0,7.0,7.0,0.0,4.0,5.0,4.0,4.0,4.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,86.7,0.0,0.0,263351.0,0.0,Cash,0
113, 36 months,482.61,Electronic Branch Manager,debt_consolidation,Debt consolidation,13.89,0.0,Individual,0.0,312996.0,0.0,2.0,2.0,2.0,8.0,40694.0,1.0,1.0,7045.0,42.0,0.0,3.0,2.0,44714.0,0.0,169.0,12.0,8.0,0.0,3.0,3.0,4.0,9.0,15.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,4.0,100.0,1.0,0.0,347470.0,47370.0,Cash,1
114, 36 months,382.55,Registered Veterinary Technitian ,debt_consolidation,Debt consolidation,26.32,0.0,Individual,0.0,153211.0,0.0,2.0,0.0,1.0,18.0,21661.0,1.0,2.0,2688.0,52.0,0.0,0.0,3.0,10214.0,0.0,111.0,12.0,12.0,0.0,4.0,5.0,5.0,6.0,4.0,15.0,19.0,6.0,18.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,191950.0,32022.0,Cash,1
115, 36 months,329.67,Paralegal,debt_consolidation,Debt consolidation,21.75,0.0,Individual,0.0,23197.0,1.0,4.0,0.0,0.0,28.0,15145.0,2.0,6.0,2715.0,47.0,0.0,0.0,1.0,1933.0,0.0,76.0,5.0,5.0,0.0,6.0,7.0,6.0,10.0,4.0,8.0,16.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,49732.0,27132.0,Cash,1
116, 36 months,143.53,Patrol Officer,other,Other,31.02,0.0,Individual,0.0,38865.0,2.0,6.0,2.0,5.0,1.0,37571.0,1.0,2.0,173.0,73.0,3.0,3.0,3.0,3887.0,0.0,72.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,8.0,4.0,7.0,4.0,10.0,0.0,0.0,0.0,3.0,87.5,0.0,0.0,53161.0,42061.0,Cash,0
117, 60 months,937.06,"Director, Human Resources",debt_consolidation,Debt consolidation,35.69,0.0,Individual,0.0,440222.0,2.0,9.0,2.0,5.0,3.0,223030.0,0.0,2.0,5063.0,82.0,2.0,0.0,3.0,20010.0,0.0,115.0,17.0,3.0,0.0,2.0,4.0,5.0,9.0,28.0,13.0,22.0,5.0,25.0,0.0,0.0,0.0,2.0,98.1,0.0,0.0,498200.0,211420.0,Cash,0
118, 36 months,200.67,Captain,debt_consolidation,Debt consolidation,33.47,0.0,Individual,95.0,316524.0,4.0,4.0,2.0,3.0,1.0,118276.0,3.0,3.0,1086.0,41.0,1.0,0.0,7.0,28774.0,0.0,192.0,4.0,1.0,0.0,4.0,6.0,3.0,5.0,17.0,6.0,8.0,5.0,11.0,,0.0,0.0,6.0,78.0,0.0,0.0,337523.0,134612.0,Cash,0
119, 60 months,323.74,Project Supervisor,debt_consolidation,Debt consolidation,28.58,0.0,Individual,0.0,88386.0,1.0,10.0,1.0,1.0,1.0,78352.0,0.0,0.0,5603.0,86.0,0.0,0.0,0.0,4652.0,0.0,87.0,29.0,1.0,0.0,3.0,5.0,7.0,7.0,12.0,9.0,10.0,5.0,19.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,103434.0,70334.0,Cash,1
120, 36 months,203.44,machine operation ,debt_consolidation,Debt consolidation,23.26,0.0,Individual,133.0,38464.0,1.0,2.0,1.0,3.0,3.0,36504.0,0.0,1.0,1044.0,76.0,8.0,0.0,3.0,9616.0,0.0,253.0,15.0,3.0,0.0,2.0,2.0,2.0,2.0,7.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,50486.0,40286.0,Cash,0
121, 36 months,765.1,Accounting Manager,debt_consolidation,Debt consolidation,10.11,0.0,Individual,0.0,20031.0,2.0,1.0,0.0,1.0,16.0,8268.0,2.0,5.0,5200.0,47.0,1.0,0.0,3.0,1541.0,0.0,367.0,1.0,1.0,0.0,4.0,5.0,5.0,11.0,3.0,13.0,19.0,5.0,13.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,42800.0,13000.0,Cash,1
122, 36 months,336.37,Truck Driver,debt_consolidation,Debt consolidation,3.3,0.0,Individual,0.0,6727.0,1.0,0.0,2.0,2.0,9.0,0.0,5.0,9.0,5756.0,64.0,1.0,0.0,3.0,1682.0,0.0,132.0,1.0,1.0,0.0,2.0,2.0,4.0,23.0,4.0,5.0,36.0,3.0,5.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,10500.0,0.0,Cash,0
123, 36 months,256.05,Teacher,debt_consolidation,Debt consolidation,9.57,0.0,Individual,0.0,4091.0,3.0,0.0,0.0,0.0,46.0,0.0,7.0,8.0,1179.0,36.0,0.0,0.0,3.0,409.0,0.0,126.0,1.0,1.0,1.0,3.0,8.0,4.0,5.0,3.0,10.0,13.0,8.0,10.0,0.0,0.0,0.0,7.0,87.5,0.0,0.0,11400.0,0.0,Cash,0
